e1,ev,p,q,e,u,tid
6.473371251,1.846210737,193.6605714,275.3319278,0.912035815,0,CID-L100
6.484453854,1.849758096,194.968866,276.7908455,0.911966712,0,CID-L100
6.494815841,1.851219452,194.8226806,277.6829991,0.911938245,0,CID-L100
6.506625274,1.85193342,195.0852313,277.1456611,0.911924337,0,CID-L100
6.528833967,1.853552761,194.7690872,276.6345252,0.911892792,0,CID-L100
6.547178659,1.854061349,194.6417207,277.2020568,0.911882885,0,CID-L100
6.555198637,1.856062284,194.864552,277.5163943,0.911843907,0,CID-L100
6.572897257,1.857781884,195.0980008,277.7840324,0.911810409,0,CID-L100
6.586439901,1.858489776,195.3598253,277.8488624,0.911796619,0,CID-L100
6.604660348,1.860082381,194.788686,277.5123422,0.911765595,0,CID-L100
6.622439727,1.860843137,194.8768938,278.0260545,0.911750776,0,CID-L100
6.640933511,1.861431933,194.9008617,277.9157912,0.911739306,0,CID-L100
6.65340144,1.863279136,194.7196514,277.1370035,0.911703322,0,CID-L100
6.661775515,1.864666361,194.7939678,278.1697488,0.911676299,0,CID-L100
6.673808589,1.866489866,195.0257696,278.7783371,0.911640777,0,CID-L100
6.688543979,1.866726843,194.1054008,276.6589815,0.911636161,0,CID-L100
6.700999484,1.868159033,194.5910724,277.2121903,0.911608262,0,CID-L100
6.716772316,1.870870897,196.0326785,278.7113144,0.911555435,0,CID-L100
6.730855423,1.872510897,195.341637,278.5556633,0.911523488,0,CID-L100
6.748349039,1.8734187,195.0645858,278.8569618,0.911505804,0,CID-L100
6.774198095,1.874139352,194.7094671,277.8133653,0.911491765,0,CID-L100
6.779515757,1.875623799,195.3240114,279.2468147,0.911462848,0,CID-L100
6.791188521,1.877247393,195.3666537,279.0788382,0.911431221,0,CID-L100
6.801979151,1.87826457,194.784947,278.2317202,0.911411406,0,CID-L100
6.814770116,1.879152929,195.3355003,279.3842514,0.911394101,0,CID-L100
6.832468736,1.880091113,194.9357778,278.1058135,0.911375825,0,CID-L100
6.853285891,1.881717138,195.3511004,279.141278,0.91134415,0,CID-L100
6.863877729,1.883354708,194.9059911,278.1540946,0.91131225,0,CID-L100
6.870481321,1.884810595,195.8624996,279.6975364,0.91128389,0,CID-L100
6.886484005,1.886027076,195.2600886,280.0254155,0.911260193,0,CID-L100
6.895504151,1.886659014,195.536937,279.3724243,0.911247882,0,CID-L100
6.907263887,1.887723586,195.5031505,280.0147204,0.911227145,0,CID-L100
6.924012037,1.888111863,195.3926827,280.0832218,0.911219581,0,CID-L100
6.936585574,1.889119926,195.1926959,279.758231,0.911199944,0,CID-L100
6.954874355,1.890899074,195.20948,278.9662056,0.911165286,0,CID-L100
6.971547959,1.892736555,195.5906114,279.9866883,0.911129492,0,CID-L100
6.983332544,1.893738541,195.5025008,279.8823853,0.911109973,0,CID-L100
6.997490197,1.894530286,195.2411713,279.9702948,0.91109455,0,CID-L100
7.010933446,1.89465242,195.137841,279.2741743,0.911092171,0,CID-L100
7.026439151,1.896466811,194.9149536,279.4561349,0.911056827,0,CID-L100
7.036478102,1.899027982,196.0494056,280.4792102,0.911006935,0,CID-L100
7.048157079,1.899401069,195.5738888,280.6347719,0.910999667,0,CID-L100
7.066091763,1.90065826,195.1716706,279.2297512,0.910975177,0,CID-L100
7.082442331,1.903084537,196.19852,281.3839861,0.910927913,0,CID-L100
7.097805156,1.903879928,196.0370108,281.4070258,0.910912419,0,CID-L100
7.106222717,1.905241025,196.3303315,281.8097709,0.910885905,0,CID-L100
7.122548436,1.906056468,195.5510775,280.5309124,0.91087002,0,CID-L100
7.131245546,1.90643077,195.6395039,280.9853384,0.910862729,0,CID-L100
7.139594773,1.908109051,195.8481667,281.4327837,0.910830036,0,CID-L100
7.15328651,1.911155721,196.4788688,281.2029112,0.910770687,0,CID-L100
7.179707089,1.911500856,196.1985277,281.6151501,0.910763963,0,CID-L100
7.19349201,1.912364302,196.0299643,282.431019,0.910747143,0,CID-L100
7.201996541,1.912522894,196.1502795,282.2150349,0.910744054,0,CID-L100
7.218191804,1.913953261,195.8292124,280.3949048,0.91071619,0,CID-L100
7.236561344,1.914091801,195.4936222,280.9765645,0.910713492,0,CID-L100
7.2484329,1.915812009,195.6834467,281.0300355,0.910679982,0,CID-L100
7.266727893,1.917816589,196.4311319,281.5967681,0.910640933,0,CID-L100
7.277015333,1.91891215,196.4015703,281.7729341,0.910619591,0,CID-L100
7.291918453,1.918929772,195.2956264,279.9216097,0.910619248,0,CID-L100
7.311399981,1.921102058,195.6579608,280.684435,0.910576932,0,CID-L100
7.32017785,1.921262473,195.7184932,281.1516632,0.910573807,0,CID-L100
7.32934709,1.922303955,196.2894163,282.1691933,0.910553519,0,CID-L100
7.351611693,1.925092381,197.4509077,283.0456179,0.9104992,0,CID-L100
7.364533114,1.926218932,196.0192163,282.9238761,0.910477255,0,CID-L100
7.37646058,1.92705625,196.438476,282.8455742,0.910460944,0,CID-L100
7.388356985,1.928188877,196.1887451,281.6279655,0.910438881,0,CID-L100
7.404732402,1.929729225,196.5025992,282.1330332,0.910408875,0,CID-L100
7.418256409,1.931495613,197.3006759,284.0124838,0.910374465,0,CID-L100
7.432917253,1.931809152,196.9575024,284.0001553,0.910368358,0,CID-L100
7.439179172,1.933150804,197.0505565,284.1370097,0.910342222,0,CID-L100
7.457610834,1.934178919,197.0371543,284.0743398,0.910322195,0,CID-L100
7.473799885,1.93501016,197.3147535,284.4068338,0.910306002,0,CID-L100
7.491461231,1.936206588,196.6422045,282.5254698,0.910282696,0,CID-L100
7.504252196,1.936840349,196.6903669,283.8997835,0.91027035,0,CID-L100
7.516974827,1.937972369,196.568769,282.3663814,0.910248298,0,CID-L100
7.532710385,1.93864198,196.8289815,283.9918265,0.910235254,0,CID-L100
7.54281767,1.93973268,197.0865448,283.9035005,0.910214007,0,CID-L100
7.56029265,1.940094829,196.4232945,283.072662,0.910206953,0,CID-L100
7.576692915,1.941364174,196.9958165,283.8846998,0.910182226,0,CID-L100
7.596839151,1.943531599,197.3231038,284.6828284,0.910140004,0,CID-L100
7.61316487,1.943971525,197.2062201,284.881925,0.910131435,0,CID-L100
7.625962047,1.945186183,197.1749485,284.2917564,0.910107773,0,CID-L100
7.636299184,1.946290859,197.5871052,285.339497,0.910086254,0,CID-L100
7.647406637,1.947038854,197.1686605,284.8380453,0.910071683,0,CID-L100
7.661322014,1.9486029,196.8416658,283.5558036,0.910041215,0,CID-L100
7.675336787,1.948633282,196.9259098,284.825478,0.910040624,0,CID-L100
7.691066132,1.94953987,196.8455509,283.4805755,0.910022963,0,CID-L100
7.700210523,1.951838544,197.0967352,283.5811505,0.909978185,0,CID-L100
7.708068984,1.951996528,196.9647548,284.6427348,0.909975108,0,CID-L100
7.723003165,1.953447555,197.4189208,285.463369,0.909946842,0,CID-L100
7.73540276,1.95483235,197.1729299,284.2100354,0.909919866,0,CID-L100
7.754461856,1.956396396,197.4465564,285.0145344,0.909889398,0,CID-L100
7.767432976,1.957063576,197.9979937,286.2734737,0.909876402,0,CID-L100
7.777794962,1.9579969,197.6207867,285.9531144,0.90985822,0,CID-L100
7.797282702,1.958139086,197.3130196,285.1569095,0.909855451,0,CID-L100
7.810620342,1.958942376,196.5204606,284.9488774,0.909839803,0,CID-L100
7.826796968,1.959258953,197.3280446,285.2702071,0.909833636,0,CID-L100
7.839488537,1.961127423,197.3808918,285.4907306,0.909797238,0,CID-L100
7.852515566,1.961795819,197.132535,285.0809389,0.909784217,0,CID-L100
7.871195718,1.963272973,197.1223677,284.9127533,0.909755442,0,CID-L100
7.885931108,1.964507075,197.4813956,285.4775189,0.909731402,0,CID-L100
7.901542421,1.965495693,197.7221393,285.8102641,0.909712144,0,CID-L100
7.914457631,1.966267387,197.6560646,286.1692239,0.909697111,0,CID-L100
7.925944029,1.966674501,197.4054142,286.091089,0.909689181,0,CID-L100
7.946835731,1.967323452,197.1089896,285.2869063,0.909676539,0,CID-L100
7.957396508,1.968293234,196.9930818,285.1651932,0.909657648,0,CID-L100
7.972908426,1.969095309,197.1563686,285.3193401,0.909642023,0,CID-L100
7.986426221,1.970824023,197.5312382,286.3519626,0.909608348,0,CID-L100
8.001534345,1.972518711,197.8512474,287.027379,0.909575336,0,CID-L100
8.018524771,1.973685365,198.1895047,286.990463,0.909552609,0,CID-L100
8.029768893,1.97373276,198.0755751,287.2680914,0.909551686,0,CID-L100
8.040901195,1.974039615,197.595779,286.4149115,0.909545708,0,CID-L100
8.050803476,1.975224498,198.3004467,286.8376665,0.909522627,0,CID-L100
8.05970559,1.97776501,198.4549053,287.9415523,0.909473138,0,CID-L100
8.075285843,1.977789923,198.1866875,287.1926966,0.909472652,0,CID-L100
8.095407229,1.978292435,197.5723335,286.8383229,0.909462863,0,CID-L100
8.111235971,1.979141906,198.0217847,287.229258,0.909446316,0,CID-L100
8.125083013,1.979966463,197.9857928,286.9891106,0.909430253,0,CID-L100
8.138072769,1.980830516,197.7742232,286.6364529,0.909413422,0,CID-L100
8.150776763,1.982079809,198.1395944,287.2902852,0.909389085,0,CID-L100
8.166009131,1.983335178,197.6368494,286.094655,0.909364631,0,CID-L100
8.17355698,1.984602699,198.5816504,288.0518344,0.909339939,0,CID-L100
8.187851303,1.985043233,198.2181377,287.4061455,0.909331358,0,CID-L100
8.208972857,1.985099743,197.8092916,287.4335097,0.909330257,0,CID-L100
8.230417447,1.986126642,198.1367646,287.522009,0.909310253,0,CID-L100
8.24063034,1.986936616,197.7003434,286.7859824,0.909294475,0,CID-L100
8.254340713,1.986993126,197.9739342,287.4878387,0.909293374,0,CID-L100
8.265454378,1.987512044,197.0197806,285.8816949,0.909283265,0,CID-L100
8.27630713,1.989051177,198.0664151,287.2899845,0.909253283,0,CID-L100
8.296838523,1.990694216,198.2211369,287.7371316,0.909221277,0,CID-L100
8.311990132,1.991787347,198.2915748,287.7130287,0.909199982,0,CID-L100
8.318239628,1.991913127,197.9538597,287.3053616,0.909197532,0,CID-L100
8.333558967,1.99373724,198.4727995,287.9764672,0.909161999,0,CID-L100
8.352493819,1.993731771,198.0303056,287.1377228,0.909162105,0,CID-L100
8.363160204,1.993834461,197.7384301,287.1196508,0.909160105,0,CID-L100
8.375715104,1.99490511,197.9377932,287.3826109,0.909139248,0,CID-L100
8.391786122,1.995953883,197.7393866,286.9806816,0.909118818,0,CID-L100
8.408907006,1.997135729,198.3594327,288.2663084,0.909095796,0,CID-L100
8.419635513,1.998017404,198.548843,288.6523094,0.909078621,0,CID-L100
8.428581112,1.999235099,198.0471468,287.0071781,0.9090549,0,CID-L100
8.447789302,1.999999501,197.8435541,286.9898615,0.90904001,0,CID-L100
8.458623417,2.00091095,198.2228094,287.9019771,0.909022255,0,CID-L100
8.470333456,2.001939064,198.311262,287.252769,0.909002227,0,CID-L100
8.483528215,2.002047223,198.3283648,288.5263728,0.90900012,0,CID-L100
8.498431335,2.002650602,198.1400124,288.3529142,0.908988366,0,CID-L100
8.514732205,2.003439309,198.3241548,288.1894005,0.908973002,0,CID-L100
8.52825,2.004530617,197.7795432,287.0668811,0.908951744,0,CID-L100
8.545476491,2.004646675,198.0847742,287.6520402,0.908949483,0,CID-L100
8.561851908,2.005583037,198.3954457,288.2085827,0.908931242,0,CID-L100
8.5751647,2.007817909,198.498359,288.0347253,0.908887707,0,CID-L100
8.591962548,2.00802815,198.4601286,288.8718649,0.908883612,0,CID-L100
8.598721445,2.009053834,199.0779325,289.1775112,0.908863631,0,CID-L100
8.614780038,2.009384994,199.0220737,289.4419787,0.90885718,0,CID-L100
8.624564288,2.01028429,198.0590754,287.5646851,0.908839662,0,CID-L100
8.637112976,2.010336546,198.36297,288.4780852,0.908838644,0,CID-L100
8.655904947,2.010908328,198.0161822,287.5563257,0.908827506,0,CID-L100
8.666291782,2.01122369,198.3451632,289.3118016,0.908821363,0,CID-L100
8.677225293,2.011653894,198.216652,288.7380133,0.908812982,0,CID-L100
8.69888731,2.013064209,198.0083452,287.8503337,0.908785509,0,CID-L100
8.716778509,2.013359518,198.2587508,288.6361946,0.908779757,0,CID-L100
8.729625384,2.014758896,198.7987727,289.7153916,0.908752497,0,CID-L100
8.744640324,2.015903068,198.9572889,289.2367707,0.908730208,0,CID-L100
8.754623365,2.016969463,198.978643,290.1195441,0.908709435,0,CID-L100
8.769166176,2.017014428,198.4721565,288.8770619,0.908708559,0,CID-L100
8.781062581,2.017280571,198.3368578,289.2846339,0.908703374,0,CID-L100
8.793841122,2.01833056,198.8514387,289.576482,0.908682921,0,CID-L100
8.817130741,2.019432806,198.8324689,289.7581536,0.908661449,0,CID-L100
8.834444204,2.019818652,198.2774648,288.4540592,0.908653933,0,CID-L100
8.845831206,2.020874718,198.7971875,289.7456993,0.90863336,0,CID-L100
8.859684461,2.022007345,198.8523237,289.8654726,0.908611297,0,CID-L100
8.870642821,2.02188035,198.5740491,289.9848369,0.908613771,0,CID-L100
8.880141308,2.02220118,198.6294303,289.7178584,0.908607521,0,CID-L100
8.888589929,2.023518527,198.5596561,289.3636015,0.908581859,0,CID-L100
8.909264204,2.026209732,199.6469745,290.7847436,0.908529434,0,CID-L100
8.928515879,2.026488027,199.1656535,291.1713964,0.908524013,0,CID-L100
8.941990189,2.026850176,199.2181017,290.7834271,0.908516959,0,CID-L100
8.952085049,2.027339928,199.1186487,290.3618057,0.908507418,0,CID-L100
8.961316411,2.027739143,198.87821,290.1099207,0.908499641,0,CID-L100
8.9785926,2.028416046,198.6504216,289.6015186,0.908486455,0,CID-L100
8.994216338,2.028466479,198.4396166,288.8709948,0.908485473,0,CID-L100
9.006597296,2.028897291,198.4969455,289.415732,0.908477081,0,CID-L100
9.015648503,2.03019884,198.8428196,289.7179626,0.908451727,0,CID-L100
9.034471536,2.031172875,198.9596997,289.8061606,0.908432752,0,CID-L100
9.041634227,2.03137947,198.7981004,290.6627985,0.908428728,0,CID-L100
9.061358032,2.032279981,199.3127537,291.3882606,0.908411186,0,CID-L100
9.069117097,2.033235787,199.0925771,289.9229635,0.908392567,0,CID-L100
9.082485798,2.03376382,199.4136936,291.5114306,0.908382281,0,CID-L100
9.09652542,2.034994883,199.6656924,291.2582439,0.9083583,0,CID-L100
9.115708761,2.035470052,199.2486249,291.2206133,0.908349043,0,CID-L100
9.129816717,2.035537499,198.8898186,291.3514478,0.90834773,0,CID-L100
9.140681893,2.036034543,199.1453298,290.7623631,0.908338047,0,CID-L100
9.162076785,2.036888874,198.9015555,290.6477991,0.908321405,0,CID-L100
9.176663082,2.037172639,198.7616823,290.8045406,0.908315877,0,CID-L100
9.188615397,2.037826451,198.6844249,290.8031873,0.908303141,0,CID-L100
9.20892315,2.039423917,198.5395996,290.6792858,0.908272022,0,CID-L100
9.223478386,2.040576596,199.1022273,291.5242898,0.908249568,0,CID-L100
9.229591212,2.040620346,199.2947386,290.8513182,0.908248716,0,CID-L100
9.240922305,2.040825726,199.0979174,291.1455567,0.908244715,0,CID-L100
9.258490468,2.042232395,199.2811154,291.5066449,0.908217313,0,CID-L100
9.274642245,2.042283436,199.2219951,292.0311763,0.908216319,0,CID-L100
9.284109671,2.04266989,199.4313438,291.7018735,0.908208791,0,CID-L100
9.294372262,2.043419101,198.9120907,290.801311,0.908194196,0,CID-L100
9.312779075,2.043807379,199.2183625,291.4104588,0.908186632,0,CID-L100
9.331390892,2.044806934,199.4827478,291.9908257,0.908167161,0,CID-L100
9.345585819,2.045914648,199.8313298,292.234654,0.908145583,0,CID-L100
9.362526548,2.046166208,199.4738935,291.9351406,0.908140682,0,CID-L100
9.381616706,2.047089202,199.3169957,291.586539,0.908122702,0,CID-L100
9.392450821,2.047787979,199.6014723,292.2255321,0.90810909,0,CID-L100
9.398718953,2.048023741,199.081882,290.8846469,0.908104498,0,CID-L100
9.40581331,2.048535975,199.2747228,291.5317571,0.908094519,0,CID-L100
9.4205487,2.049488135,199.2054409,291.9356465,0.908075971,0,CID-L100
9.442378448,2.050090907,199.5994454,292.3345254,0.908064229,0,CID-L100
9.462518471,2.05083708,199.5344757,292.2659699,0.908049694,0,CID-L100
9.477284923,2.050974405,199.6772661,292.5138112,0.908047019,0,CID-L100
9.493237908,2.051935679,199.4149147,292.6870098,0.908028293,0,CID-L100
9.507352076,2.05207422,199.3238729,292.1004387,0.908025594,0,CID-L100
9.518701806,2.052896954,199.4853033,291.5756614,0.908009567,0,CID-L100
9.53000805,2.053784098,199.8050315,292.7537991,0.907992286,0,CID-L100
9.541016107,2.0549307,200.0531999,293.0163155,0.90796995,0,CID-L100
9.559727319,2.055404046,199.9574036,292.4232077,0.907960729,0,CID-L100
9.571362811,2.055637985,199.8181281,292.6463399,0.907956172,0,CID-L100
9.580724629,2.05584701,199.7217349,292.1281726,0.9079521,0,CID-L100
9.589446588,2.056862972,199.8330872,292.2341708,0.907932309,0,CID-L100
9.608306894,2.057361231,199.7615244,292.6996405,0.907922603,0,CID-L100
9.620240572,2.058476236,199.7155821,291.9963292,0.907900883,0,CID-L100
9.634025493,2.058674325,199.7334942,292.9026297,0.907897024,0,CID-L100
9.652537914,2.058848107,199.5998582,292.5636423,0.907893639,0,CID-L100
9.665142512,2.059868323,200.0390402,292.8719574,0.907873765,0,CID-L100
9.67651709,2.059969797,199.5910269,293.1077669,0.907871788,0,CID-L100
9.686910137,2.060943225,200.1686628,294.0118112,0.907852826,0,CID-L100
9.70584499,2.061609797,199.9922303,293.1175012,0.907839841,0,CID-L100
9.723139815,2.061797556,199.9593711,293.593384,0.907836184,0,CID-L100
9.733402406,2.063042595,200.2078552,293.2397915,0.90781193,0,CID-L100
9.740030846,2.062660394,199.6990223,292.5370203,0.907819376,0,CID-L100
9.764333058,2.063407175,200.098863,293.2554216,0.907804828,0,CID-L100
9.78178319,2.063867152,199.9844198,292.7627475,0.907795868,0,CID-L100
9.79266079,2.064174614,199.9468938,293.5222484,0.907789879,0,CID-L100
9.799071803,2.064957853,200.045253,293.7543886,0.907774621,0,CID-L100
9.822460818,2.065344915,199.8386052,292.6921975,0.907767081,0,CID-L100
9.837637276,2.066612436,200.1553949,293.7134913,0.90774239,0,CID-L100
9.854708462,2.06666287,200.06903,293.5964038,0.907741407,0,CID-L100
9.864871657,2.06724802,200.2818354,294.183856,0.907730009,0,CID-L100
9.879358559,2.067604093,200.1116806,293.7906556,0.907723072,0,CID-L100
9.898442504,2.068751303,200.3332895,293.9614614,0.907700725,0,CID-L100
9.914873831,2.068823611,200.1053538,293.9086223,0.907699316,0,CID-L100
9.930578328,2.069285412,199.8534083,293.0421498,0.90769032,0,CID-L100
9.941760327,2.070062574,200.3218725,294.010849,0.907675181,0,CID-L100
9.959080002,2.070656231,200.1475333,293.3102198,0.907663617,0,CID-L100
9.970659583,2.071121678,199.8774235,293.4031354,0.90765455,0,CID-L100
9.979251086,2.072464546,200.9328536,294.7464849,0.907628391,0,CID-L100
9.991159915,2.072708206,200.8291641,294.8048077,0.907623644,0,CID-L100
10.00313087,2.072849177,200.4815787,294.444923,0.907620898,0,CID-L100
10.02157495,2.073232593,200.0539637,293.6914568,0.907613429,0,CID-L100
10.03710551,2.073252037,200.3779371,294.4929002,0.90761305,0,CID-L100
10.04964798,2.073571045,199.4949672,292.7204403,0.907606836,0,CID-L100
10.06719751,2.074585183,200.315084,294.2854399,0.907587081,0,CID-L100
10.07554053,2.074793601,200.0926878,293.5672044,0.907583021,0,CID-L100
10.086151,2.074840997,199.8544684,293.7831822,0.907582097,0,CID-L100
10.09463068,2.075485695,200.3182091,294.3702076,0.907569539,0,CID-L100
10.10785029,2.076730126,200.8172103,295.2909414,0.907545297,0,CID-L100
10.12839411,2.076955558,200.2200497,294.3088863,0.907540906,0,CID-L100
10.149789,2.077276996,200.2106466,293.9690045,0.907534644,0,CID-L100
10.1601572,2.077602687,200.3187371,294.3929659,0.9075283,0,CID-L100
10.17680595,2.078146518,200.2663534,294.5078557,0.907517706,0,CID-L100
10.19285834,2.079071334,200.6630229,295.3760001,0.90749969,0,CID-L100
10.20307123,2.0794985,200.8808351,295.0571047,0.907491369,0,CID-L100
10.21027119,2.079908045,200.7249962,295.1572891,0.907483391,0,CID-L100
10.22349701,2.080134084,200.81407,295.2498757,0.907478988,0,CID-L100
10.24776816,2.080542413,200.6553629,294.8312437,0.907471034,0,CID-L100
10.26233582,2.080546666,200.3359765,294.780687,0.907470951,0,CID-L100
10.26630543,2.08062262,199.9428813,294.0676889,0.907469471,0,CID-L100
10.27500254,2.081615492,200.5390122,294.9852001,0.90745013,0,CID-L100
10.28881853,2.08185976,200.4422975,295.0677998,0.907445372,0,CID-L100
10.30584001,2.082458278,200.3421786,294.3412367,0.907433713,0,CID-L100
10.31956281,2.082496559,200.2497649,294.9501933,0.907432967,0,CID-L100
10.33280106,2.083203236,200.4241738,294.9353456,0.907419201,0,CID-L100
10.34992194,2.08368205,200.3606801,294.865979,0.907409874,0,CID-L100
10.3620979,2.083872239,200.4622508,295.2561257,0.907406169,0,CID-L100
10.38177821,2.084179701,199.9696885,294.5940499,0.907400179,0,CID-L100
10.3936125,2.084272062,199.8179522,293.7995395,0.90739838,0,CID-L100
10.40811804,2.084828653,199.9308809,294.3444028,0.907387538,0,CID-L100
10.42394678,2.085658679,200.4693377,295.8109875,0.907371369,0,CID-L100
10.44509939,2.085898086,200.300068,294.8098637,0.907366705,0,CID-L100
10.4571014,2.086191573,200.284513,294.8652415,0.907360988,0,CID-L100
10.47263196,2.086935315,200.6855006,295.346217,0.9073465,0,CID-L100
10.48778357,2.087552062,200.6683909,294.8261839,0.907334486,0,CID-L100
10.50577416,2.087888691,200.6566601,295.4542075,0.907327928,0,CID-L100
10.52152836,2.088012648,199.7336896,293.3480434,0.907325514,0,CID-L100
10.5327849,2.089260117,200.880677,295.9543108,0.907301213,0,CID-L100
10.53982335,2.089891448,200.4458379,295.4046619,0.907288915,0,CID-L100
10.55579497,2.089932767,200.4979505,294.8531335,0.90728811,0,CID-L100
10.5725307,2.090281548,200.3420797,295.3300186,0.907281315,0,CID-L100
10.58358224,2.090660103,200.7827738,295.358757,0.907273941,0,CID-L100
10.59393802,2.091536917,200.9771161,296.468063,0.907256861,0,CID-L100
10.607959,2.091546639,200.4460359,296.1666519,0.907256671,0,CID-L100
10.62898116,2.091672419,200.4156242,295.6435944,0.907254221,0,CID-L100
10.64321336,2.092678051,200.7123415,295.1658867,0.907234632,0,CID-L100
10.65874391,2.092771018,201.0582264,296.3570997,0.907232821,0,CID-L100
10.6691059,2.093062682,200.7768328,295.8678664,0.907227139,0,CID-L100
10.68066685,2.093388981,200.841813,295.9475267,0.907220783,0,CID-L100
10.69445177,2.093638718,200.7139529,296.1478691,0.907215918,0,CID-L100
10.70725515,2.094569003,201.5650588,296.7802767,0.907197796,0,CID-L100
10.72728336,2.094605461,200.8143977,295.9355124,0.907197086,0,CID-L100
10.74247224,2.09463645,200.5906529,296.3398979,0.907196482,0,CID-L100
10.75528184,2.095686439,200.9015318,296.136491,0.907176028,0,CID-L100
10.76765659,2.095553368,201.0169598,296.5235578,0.90717862,0,CID-L100
10.7851999,2.096250322,200.7525392,296.6593904,0.907165044,0,CID-L100
10.80386142,2.096326276,200.9891017,296.1876587,0.907163564,0,CID-L100
10.81403082,2.097282082,201.2635224,296.8639427,0.907144945,0,CID-L100
10.821237,2.097373227,200.7348453,296.0626487,0.90714317,0,CID-L100
10.8331831,2.097457081,200.9578543,296.6995694,0.907141536,0,CID-L100
10.84473784,2.097795532,200.6866508,295.9707565,0.907134943,0,CID-L100
10.85678955,2.09839162,200.9848176,296.1409742,0.907123331,0,CID-L100
10.8704378,2.098665054,200.771072,296.5911898,0.907118005,0,CID-L100
10.88676352,2.098857674,200.6930978,296.2762392,0.907114253,0,CID-L100
10.90170391,2.09956435,201.0033363,296.3104035,0.907100486,0,CID-L100
10.91632748,2.099978756,201.1999828,296.7595113,0.907092414,0,CID-L100
10.93216244,2.100002453,201.0547931,296.6219942,0.907091952,0,CID-L100
10.94562432,2.100413213,200.6602061,295.6846876,0.907083951,0,CID-L100
10.96127912,2.100569375,200.6878763,296.8496631,0.907080909,0,CID-L100
10.97920759,2.100702446,200.8622105,296.7828156,0.907078316,0,CID-L100
10.99872639,2.101642454,200.9704789,296.660547,0.907060005,0,CID-L100
11.00953566,2.101930472,201.2049716,297.3722903,0.907054394,0,CID-L100
11.019674,2.102823084,201.7256052,297.3987779,0.907037006,0,CID-L100
11.0365464,2.103724203,201.8104808,298.1727797,0.907019453,0,CID-L100
11.05061087,2.103718734,201.6782157,297.691398,0.907019559,0,CID-L100
11.06291728,2.104265604,201.5841084,298.0413276,0.907008906,0,CID-L100
11.07867148,2.104481313,201.5394688,297.5181059,0.907004704,0,CID-L100
11.08944968,2.104531139,200.934255,297.2036255,0.907003733,0,CID-L100
11.10053228,2.104784522,200.985207,296.9099602,0.906998798,0,CID-L100
11.11775878,2.105048234,201.0104823,296.9943869,0.90699366,0,CID-L100
11.13261841,2.106021662,201.1862654,297.7147443,0.906974698,0,CID-L100
11.15997082,2.106579468,201.2174206,297.7764398,0.906963832,0,CID-L100
11.17259406,2.10675872,201.4834079,297.5464917,0.90696034,0,CID-L100
11.1864908,2.106824344,201.106982,297.2662943,0.906959062,0,CID-L100
11.19583398,2.107561403,201.5671294,297.840425,0.906944704,0,CID-L100
11.20358683,2.107732755,201.0640292,297.2400928,0.906941366,0,CID-L100
11.21631568,2.108297246,201.5189386,297.1762545,0.90693037,0,CID-L100
11.2265969,2.108004974,201.2077855,297.6186811,0.906936063,0,CID-L100
11.24264307,2.108505664,201.1199078,296.6621982,0.90692631,0,CID-L100
11.2600932,2.108602885,200.8953298,296.9904491,0.906924416,0,CID-L100
11.27519511,2.109287687,201.4220156,297.6702257,0.906911076,0,CID-L100
11.28906701,2.109594541,201.2441195,297.3660791,0.906905098,0,CID-L100
11.30272768,2.109734904,200.987195,297.5583186,0.906902364,0,CID-L100
11.31530122,2.110104953,201.1576995,297.0107543,0.906895156,0,CID-L100
11.32472516,2.110596527,201.1065106,297.3294389,0.90688558,0,CID-L100
11.33791371,2.110915534,201.4986705,297.5447292,0.906879365,0,CID-L100
11.35240061,2.110939232,200.8971378,296.2558835,0.906878904,0,CID-L100
11.37503794,2.111775942,201.054638,296.8736399,0.906862605,0,CID-L100
11.39203458,2.112496594,201.5010803,297.515002,0.906848566,0,CID-L100
11.40274445,2.112559788,201.3300533,297.3052401,0.906847335,0,CID-L100
11.41255976,2.112662478,201.3888556,297.4483592,0.906845335,0,CID-L100
11.42458663,2.113132178,201.636825,298.4959176,0.906836185,0,CID-L100
11.43817897,2.113891111,201.6060695,298.2856158,0.906821401,0,CID-L100
11.4544612,2.114260552,201.5503541,298.4219734,0.906814204,0,CID-L100
11.47020918,2.114491452,201.8614595,298.7585971,0.906809707,0,CID-L100
11.48469608,2.11454067,201.6596734,298.4711486,0.906808748,0,CID-L100
11.49662355,2.114592927,201.440393,297.8134157,0.90680773,0,CID-L100
11.50576794,2.1154904,201.7728269,298.7399047,0.906790247,0,CID-L100
11.51576341,2.115636232,201.9599307,298.5970605,0.906787406,0,CID-L100
11.53036834,2.115933364,201.5756122,297.6617459,0.906781618,0,CID-L100
11.5457498,2.115961923,201.5057508,297.8036697,0.906781062,0,CID-L100
11.56083929,2.116031801,201.5774542,297.4981002,0.906779701,0,CID-L100
11.57987354,2.116493601,201.309721,297.7555908,0.906770705,0,CID-L100
11.59194388,2.117024672,201.8088034,298.5256707,0.906760359,0,CID-L100
11.60439318,2.117484042,201.4802185,298.9383517,0.906751411,0,CID-L100
11.62517306,2.117485258,201.3831539,297.5611349,0.906751387,0,CID-L100
11.63926238,2.11784923,201.9907469,298.7051879,0.906744297,0,CID-L100
11.66002983,2.118207733,201.45631,297.8168312,0.906737313,0,CID-L100
11.6653475,2.118213809,201.471685,297.7859607,0.906737195,0,CID-L100
